JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department_1,Department_2,Department_3,DistanceFromHome,Education,EducationField_1,EducationField_2,EducationField_3,EducationField_4,EducationField_5,EducationField_6,Gender_1,Gender_2,JobLevel,JobRole_1,JobRole_2,JobRole_3,JobRole_4,JobRole_5,JobRole_6,JobRole_7,JobRole_8,JobRole_9,MaritalStatus_1,MaritalStatus_2,MaritalStatus_3,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
3,4,3.0,1.0,4.0,19,2,0,1,0,10,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,41870,0.0,22,1,1.0,4,0,0,0,1
3,4,2.0,4.0,2.0,19,1,0,1,0,8,2,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,159720,1.0,21,0,1.0,2,1,1,0,1
3,4,2.0,2.0,2.0,41,1,0,1,0,18,4,1,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,53470,1.0,24,1,4.0,1,4,0,2,1
4,3,2.0,3.0,3.0,35,1,0,1,0,2,4,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,108830,3.0,12,0,8.0,3,1,0,1,1
3,3,2.0,1.0,3.0,38,1,1,0,0,6,4,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,107480,7.0,15,0,17.0,3,1,0,0,1
3,3,2.0,4.0,2.0,29,1,1,0,0,10,2,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,15550,1.0,19,2,10.0,2,10,1,9,1
4,3,4.0,4.0,2.0,32,1,0,1,0,5,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,34770,1.0,11,0,14.0,2,14,9,8,1
2,3,4.0,1.0,3.0,30,1,0,1,0,10,4,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,55620,5.0,13,0,8.0,3,5,0,4,1
2,3,3.0,1.0,2.0,30,2,1,0,0,3,2,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,28620,5.0,14,0,9.0,2,6,0,1,1
2,3,3.0,3.0,2.0,29,1,0,1,0,2,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,49780,0.0,13,0,7.0,3,6,1,5,1
3,4,3.0,4.0,2.0,29,1,0,1,0,7,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,21800,1.0,21,0,4.0,2,4,0,1,1
2,4,3.0,4.0,1.0,33,1,1,0,0,11,4,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,71400,5.0,21,0,8.0,2,5,0,4,1
3,3,1.0,1.0,4.0,33,1,1,0,0,1,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,51470,7.0,11,0,13.0,2,9,1,7,1
3,3,4.0,3.0,1.0,32,1,1,0,0,23,1,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,24680,0.0,11,0,4.0,2,3,1,2,1
3,3,1.0,3.0,3.0,37,2,1,0,0,2,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,40010,6.0,11,1,17.0,2,1,0,0,1
3,3,3.0,3.1354931333473743,3.0,23,1,0,0,0,12,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,75206,0.7118310444491248,15,2,4.1526758222035,2,3,0,2,1
3,3,3.819367223436681,2.120421851042213,3.9397890744788935,31,2,0,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,71033,1.0,14,1,3.4214764786477447,2,3,1,2,1
2,4,3.9201605654990113,3.0,1.0798394345009887,55,1,0,0,0,10,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,40775,7.800401413747528,23,0,13.600802827495055,2,9,8,7,1
3,3,1.0,3.0,3.176720023386292,35,1,0,0,0,11,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,192044,4.060320140317752,17,0,9.76720023386292,2,5,0,3,1
3,3,1.0,2.0,3.0,45,1,0,0,1,12,3,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,43060,2.0,11,2,26.0,3,24,1,11,1
2,4,3.2502455617416497,3.0,1.7497544382583503,46,1,0,0,0,11,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,40735,6.1256139043541245,23,0,10.251227808708249,2,7,6,5,1
3,3,2.5423157765939237,1.5423157765939235,3.0,31,1,1,0,0,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20026,6.830736893624306,19,0,8.288421117030381,4,2,0,1,1
3,3,1.0,3.0,2.0,43,1,1,0,0,5,3,0,0,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,45220,8.0,15,1,7.0,3,4,1,3,1
3,3,2.258607558542998,2.870696220728501,2.741392441457002,28,1,0,0,0,28,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28860,2.741392441457002,13,0,8.836265986556509,4,6,6,6,1
3,3,3.0,3.0,1.0,47,2,0,1,0,1,3,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,196270,7.0,11,2,25.0,1,23,14,10,1
3,3,1.0,2.972100311814155,2.0139498440929224,26,1,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24040,1.0,11,0,1.125548596836302,5,1,0,1,1
2,3,3.7308531635800923,3.7308531635800923,3.0,19,2,0,0,0,7,3,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,34645,1.0,19,0,1.7308531635800921,3,1,0,1,1
3,3,1.551776268537664,2.551776268537664,3.2758881342688317,36,1,0,0,0,20,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,88712,4.62055932865584,13,2,9.724111865731167,2,2,1,1,1
3,3,1.0,3.0,3.0,33,2,0,1,0,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,62140,1.0,19,2,14.0,3,13,3,8,1
3,3,1.5232074026211675,2.5696222078635023,2.4767925973788323,33,1,0,1,0,14,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26584,4.476792597378832,11,0,8.09282961048467,3,4,0,0,1
2,3,3.773223591666248,2.113388204166876,3.886611795833124,46,1,0,1,0,9,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,44222,3.886611795833124,11,1,13.566941020834378,2,8,2,6,1
3,3,2.674661553340708,2.674661553340708,1.0,46,1,0,1,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,196170,6.837330776670354,11,1,21.74661553340708,1,19,11,8,1
2,3,3.0,4.0,2.0,28,1,1,0,0,7,5,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,171230,5.0,15,1,6.0,2,4,0,3,1
2,3,2.491008498791286,1.0,2.254495750604357,29,1,0,0,0,4,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28597,4.745504249395643,14,0,7.727521246978215,2,4,0,0,1
2,3,3.0,3.0,2.0,29,1,0,1,0,2,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,49780,0.0,13,0,7.0,3,6,1,5,1
3,3,4.0,3.0,2.0,39,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,42840,4.0,17,1,12.0,0,1,0,0,1
3,3,3.1018108730691347,2.796378253861731,3.0,23,1,0,1,0,9,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37755,4.592756507723462,12,1,4.101810873069135,2,2,1,1,1
3,3,3.395745643613031,1.7914912872260618,3.0,22,1,0,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49683,1.0,13,0,2.5829825744521235,3,2,0,0,1
2,3,3.966343271199892,3.0,3.0,24,1,0,0,0,6,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20075,1.0,12,0,1.2355971016007548,2,1,0,0,1
2,3,4.0,2.0,3.0,40,1,1,0,0,8,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,59850,2.0,13,3,9.0,1,5,1,0,1
3,3,2.983087069428022,1.016912930571978,2.983087069428022,31,0,0,1,0,27,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,25927,0.15221637514780162,20,0,4.101477583431867,1,3,1,2,1
3,3,2.0,3.0,4.0,22,1,0,1,0,15,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,124900,0.0,13,0,4.0,3,3,0,2,1
3,3,4.0,2.0,3.0,32,1,1,0,0,1,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,27430,1.0,19,1,1.0,2,1,0,0,1
2,3,2.4299375495136104,1.859875099027221,2.4299375495136104,32,2,0,0,0,2,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,76544,5.009562846595274,14,1,4.859875099027221,3,0,0,0,1
3,3,3.0,1.0,3.0,36,1,0,0,0,5,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,54831,2.6721472111595506,17,0,11.868793559081649,3,9,6,7,1
3,3,2.8249720241775,3.0,3.0,30,1,0,0,0,4,4,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,101157,4.299888096709999,13,0,8.975475588982505,2,7,2,3,1
2,3,4.0,3.0,1.0,31,2,0,1,0,29,3,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,25150,1.0,14,0,7.0,3,7,7,7,1
2,3,3.0,3.0,2.0,28,1,0,1,0,19,4,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,32040,6.0,16,1,5.0,4,2,2,1,1
3,4,4.0,3.0,1.0,56,1,1,0,0,10,4,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,40780,8.0,24,1,14.0,3,10,9,8,1
3,3,3.9073560471127275,1.0926439528872725,1.0926439528872725,41,1,0,1,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,47749,2.9073560471127275,15,1,14.62942418845091,2,5,1,0,1
3,3,4.0,1.2219206339227662,1.110960316961383,36,1,0,1,0,21,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,137564,0.8890396830386169,11,1,9.223277781270319,4,9,0,7,1
3,3,1.9241467711624143,2.0758532288375857,3.0,30,2,0,1,0,8,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,191474,0.2275596865127576,11,0,4.303412915350343,2,3,0,2,1
2,3,1.9249792122371985,3.9249792122371985,2.0,26,1,0,0,0,3,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,47613,2.3000831510512056,11,1,7.3503741797304265,1,3,2,0,1
3,3,3.6460749394190843,1.0,3.0,44,1,0,0,0,9,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,74570,3.2303746970954226,14,1,17.983273970124436,2,5,0,4,1
3,3,4.0,1.0,1.0,39,1,0,1,0,10,4,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,1,0,0,66960,7.0,11,0,8.0,3,2,2,2,1
3,3,3.6738754384723853,3.6738754384723853,3.6738754384723853,39,1,0,0,0,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36686,3.0,14,1,18.02162631541716,2,1,0,0,1
3,3,3.0,1.001319963893601,2.000439987964534,57,1,1,0,0,1,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10090,7.000879975929068,13,1,30.987680336993055,2,9,4,8,1
3,3,3.3711964274060073,3.2576071451879853,2.3711964274060073,56,1,0,0,0,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,43182,5.1135892822180224,13,0,22.393499967368207,2,17,9,4,1
2,3,4.0,3.874954807200552,1.874954807200552,23,1,0,1,0,1,2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,103916,1.2500903855988958,13,1,3.250813470390062,2,1,0,0,1
2,3,2.7600241807383235,1.0,2.6199879096308383,29,0,0,1,0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,135151,6.479951638523353,19,1,8.520048361476647,3,3,1,3,1
3,3,3.0,3.0,3.0,28,1,0,1,0,1,4,1,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,1,0,100960,5.0,13,0,6.0,2,4,0,3,1
3,3,1.0,1.0,3.0,25,1,0,1,0,5,2,1,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,26600,5.0,13,0,6.0,3,2,0,2,1
3,3,4.0,4.0,2.0,33,1,0,1,0,1,2,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,28710,1.0,17,3,10.0,2,10,7,8,1
3,3,1.5613650178735048,3.0,2.1871216726245017,36,1,0,1,0,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56575,6.812878327375499,13,0,8.625756654750997,2,0,0,0,1
2,3,3.44576946226302,3.6305129748420137,2.184743512578993,21,1,0,1,0,5,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,104040,1.0,13,1,1.923717562894966,1,1,0,0,1
2,3,2.1737642022114123,1.173764202211412,1.173764202211412,30,1,0,1,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,189332,2.086882101105706,12,1,8.739353696682882,2,2,1,2,1
4,3,2.0,2.0,3.0,18,2,0,1,0,2,3,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,34680,1.0,18,2,0.0,4,0,0,0,1
2,3,4.0,2.0,3.0,26,1,0,0,1,2,1,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,65780,0.0,15,2,6.0,3,5,1,4,1
4,3,2.0,3.0,3.0,35,1,0,1,0,2,4,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,108830,3.0,12,0,8.0,3,1,0,1,1
3,3,1.0,4.0,4.0,19,1,0,1,0,4,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,76440,1.0,15,2,1.0,2,1,0,0,1
3,3,2.651867658203723,2.0,2.651867658203723,38,1,0,0,0,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,25744,3.785058734370219,15,2,10.0,2,9,5,7,1
2,3,4.0,1.9790713508046986,3.0,27,1,0,0,0,4,3,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,61395,0.4895356754023493,16,1,5.083714596781205,2,4,2,4,1
3,4,2.526067231895184,2.578201695685552,3.0,34,1,0,0,0,15,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19499,4.791462144838529,22,1,10.473932768104817,4,6,3,4,1
3,3,3.2591308115847095,3.481738376830581,2.2591308115847095,55,1,0,0,0,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,43184,4.777392434754129,12,0,19.25566272437187,2,14,8,4,1
2,3,2.6115317088339007,2.0,1.3884682911660993,33,1,1,0,0,19,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,20709,2.1654048734982982,13,3,5.971170727915248,0,4,0,2,1
3,4,1.0980702114427152,3.950964894278642,2.950964894278642,54,1,0,0,0,1,1,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,25590,1.0,21,0,4.852894682835927,3,3,1,0,1
3,3,3.0,1.0,3.0,27,1,1,0,0,27,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,22930,0.0,18,0,5.0,0,4,0,2,1
3,3,1.0,1.0,1.0,40,1,1,0,0,16,4,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,36330,3.0,16,2,10.0,0,4,0,3,1
3,3,1.0,3.0,1.0,21,2,0,1,0,20,2,0,0,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0,53370,1.0,14,1,2.0,2,2,2,2,1
2,4,3.673637446414295,3.0,1.3263625535857047,51,1,0,0,0,10,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,40760,7.184093616035739,23,0,12.368187232071477,2,8,7,7,1
2,3,1.0,3.0,3.0,30,1,1,0,0,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40000,4.070952818466901,11,0,7.354764092334503,4,4,0,0,1
2,3,2.225182062622847,2.774817937377153,1.6125910313114236,32,1,0,1,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,27410,4.675546187868541,12,0,4.675546187868541,3,1,1,1,1
1,3,1.56570868244499,1.8114304391850033,3.6228608783700067,29,1,0,0,0,16,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61798,1.0,13,0,1.0,2,1,0,0,1
3,3,3.1238331410408025,2.5841112393061314,3.7079443803469343,31,2,0,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,71010,1.0,14,1,5.04438933757146,2,5,1,3,1
2,3,4.0,3.0,1.0,31,2,0,1,0,29,3,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,25150,1.0,14,0,7.0,3,7,7,7,1
2,3,3.0,2.028424186448066,2.971575813551934,27,1,0,0,0,1,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24131,1.0,16,0,1.0,2,1,0,0,1
2,3,4.0,1.5177371229728547,2.2588685614864272,22,1,0,1,0,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,61745,1.0,11,0,1.0,2,1,1,0,1
2,3,1.917036090274021,3.0,2.834072180548042,31,1,1,0,0,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30582,1.331855638903916,18,0,2.327422555615664,3,2,0,0,1
2,4,3.0,1.2210105896363035,4.0,21,2,0,1,0,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,41874,0.0,22,1,2.105052948181518,3,1,0,0,1
3,3,3.82623997908626,3.82623997908626,3.82623997908626,39,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36706,3.0,14,1,18.47871993725878,2,1,0,0,1
3,3,3.900107732452831,1.0499461337735845,3.0,33,0,0,0,0,25,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36919,1.0,12,0,4.850161598679247,4,4,2,0,1
3,3,3.7249387139125782,3.1748161417377343,2.2750612860874218,31,1,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,28721,1.0,15,2,7.524448425213203,2,7,5,5,1
2,3,4.0,1.4570624762566082,3.0,26,1,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63855,1.228531238128304,15,1,5.113562286309474,3,2,1,1,1
2,3,4.0,3.0,3.0,24,1,1,0,0,6,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,20070,1.0,12,0,1.0,2,1,0,0,1
2,3,2.0,1.0,3.0,26,0,0,1,0,21,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,135250,8.0,17,1,7.0,4,2,2,2,1
1,3,3.0,2.821168281875581,3.178831718124419,29,1,0,1,0,12,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41922,0.4105841409377906,18,0,3.947079295311047,3,3,0,2,1
1,3,4.0,3.0,3.0,48,2,1,0,0,10,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,63470,2.0,12,1,19.0,3,9,7,7,1
2,3,3.0,2.0,3.0,25,1,0,1,0,1,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,32120,1.0,15,1,1.0,3,1,0,0,1
3,3,2.317871928616268,1.0,2.121418714255821,32,1,0,0,0,2,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,48007,4.682128071383731,14,1,9.953615785848804,2,3,1,1,1
2,3,2.365915339402366,1.0,3.0,24,1,0,0,0,17,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,27142,3.2765255656706094,11,0,1.9106102262682438,2,0,0,0,1
2,3,1.0,3.045818655058926,2.0,35,1,0,1,0,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56605,6.908362689882148,12,0,8.816725379764296,3,1,0,0,1
2,3,1.5425136876181593,2.6383242082545606,3.0,33,1,0,0,0,5,4,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,55620,1.7233515834908788,14,0,8.81916210412728,3,8,0,5,1
3,3,3.3377074143536296,2.9868777569391107,2.3377074143536296,29,1,0,1,0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21759,0.6622925856463703,18,0,3.324585171292741,2,2,0,0,1
3,3,3.0,1.0,3.0,36,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,54854,6.150731126567849,12,0,11.132358497909536,2,6,2,4,1
3,3,4.0,4.0,2.0,33,1,0,1,0,1,2,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,28710,1.0,17,3,10.0,2,10,7,8,1
1,3,1.0,1.0,2.0,33,1,0,1,0,10,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,43020,2.0,13,0,11.0,3,0,0,0,1
2,3,1.0,4.0,2.0,28,1,0,1,0,9,4,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,56730,5.0,14,1,5.0,4,3,2,2,1
3,3,1.1936963668421414,3.935434544385953,2.064565455614047,34,0,0,1,0,6,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,56189,7.870869088771906,24,0,8.870869088771906,2,4,0,3,1
2,3,2.0,1.0,2.0,24,2,1,0,0,3,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,76540,2.0,17,1,4.0,3,0,0,0,1
3,3,1.0,2.0,3.0,28,2,0,1,0,7,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,29760,1.0,14,0,1.0,3,1,0,0,1
2,3,1.0338286113805175,3.898514165858448,3.932342777238965,19,1,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,76443,1.0338286113805175,15,1,1.101485834141552,2,0,0,0,1
3,3,3.9837829356447383,1.0081085321776309,3.0,33,0,0,0,0,26,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36919,1.0,12,0,4.975674403467107,4,4,2,0,1
2,3,1.401931138931432,1.598068861068568,3.0,24,1,0,1,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,178946,1.0,12,0,5.813517972520024,3,5,3,4,1
3,3,3.4846360536724057,2.4539081610172175,2.5153639463275943,30,1,0,0,0,1,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,28730,1.0,13,1,5.361724483051653,2,5,3,3,1
3,3,1.713126599620454,1.2377088665401512,1.4754177330803027,35,1,0,0,0,16,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36201,2.5245822669196976,16,2,7.860620201138638,0,3,0,2,1
1,3,3.0,1.0,2.0,42,2,1,0,0,2,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,22850,0.0,16,0,22.0,3,21,13,14,1
2,3,2.33652647216657,2.331736763916715,3.0,41,1,0,1,0,5,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,49053,3.0047897082498545,16,0,5.67305294433314,3,4,0,3,1
2,3,3.0,2.7900217220416383,2.2099782779583617,27,1,0,1,0,15,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,32056,4.950108610208192,15,1,4.160086888166553,3,1,1,0,1
2,3,1.361568465921795,1.2410456439478634,3.879477178026068,44,1,1,0,0,5,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,63250,3.7589543560521363,11,1,11.084705397765386,2,3,1,2,1
3,3,1.0,2.0,3.0,33,1,0,1,0,8,2,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1,0,29040,4.0,13,0,5.0,2,2,2,2,1
1,3,3.0,2.3679633866190963,3.0,37,1,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45583,1.0,14,1,4.41990846654774,2,4,0,1,1
2,3,3.0,2.772750283131839,2.227249716868161,27,1,0,1,0,14,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,32058,4.863751415659196,15,1,4.0910011325273565,3,1,1,0,1
3,3,3.178241176317724,3.465276471046828,2.178241176317724,29,1,0,1,0,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21778,0.821758823682276,19,0,3.6435176473645523,2,3,0,0,1
2,3,2.719289144323567,2.146192762882378,2.0,36,1,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42916,3.146192762882378,15,0,11.57309638144119,1,0,0,0,1
3,3,3.469984803256339,2.5900455902309827,2.469984803256339,29,1,0,1,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21743,0.5300151967436609,17,0,3.060030393487322,2,2,0,0,1
2,3,3.0,1.2087884829136968,2.4175769658273936,28,1,0,0,0,4,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,17235,6.582423034172606,12,0,7.582423034172606,3,0,0,0,1
2,3,1.0,2.0,3.0,28,1,1,0,0,2,4,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,20750,7.0,18,3,10.0,0,7,3,7,1
